"ULTIMA ATUALIZACAO";"02/07/2022 02:01"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2022";"2";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.967.852/0077-25";"HOTELARIA ACCOR BRASIL S/A-SCP EXECUTIVE FLAT ONE VILA OLIMP";"00496183";"24/02/2022";"";"716,32";"2175554"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"GOSNZW";"27/01/2022";"Companhia Aérea: LATAM, Localizador: GOSNZW. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3372 - AJU - BSB - 02/02/2022;";"3290,52";"2175533"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"DUBZEM";"01/02/2022";"Companhia Aérea: GOL, Localizador: DUBZEM. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1518 - CGH - AJU - 03/02/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1461 - BSB - CGH - 03/02/2022;";"3301,08";"2175534"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"FHUZJY";"03/02/2022";"Companhia Aérea: GOL, Localizador: FHUZJY. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 1504 - GRU - AJU - 12/02/2022;";"2266,03";"2175542"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"ZWNNAV";"03/02/2022";"Companhia Aérea: LATAM, Localizador: ZWNNAV. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3372 - AJU - BSB - 09/02/2022;";"3315,7";"2175540"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"MSVJPB";"03/02/2022";"Companhia Aérea: LATAM, Localizador: MSVJPB. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3878 - BSB - CGH - 10/02/2022;";"3425,71";"2175541"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"WDDPUA";"12/02/2022";"Companhia Aérea: LATAM, Localizador: WDDPUA. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3372 - AJU - BSB - 15/02/2022;";"3429,83";"2175544"
"2022";"2";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"YWBJQC";"16/02/2022";"Companhia Aérea: LATAM, Localizador: YWBJQC. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3373 - BSB - AJU - 16/02/2022;";"3311,3";"2175545"
"2022";"3";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28.839.939/0001-63";"CASA DESIGN SERVICOS DE APOIO ADMINISTRATIVO LTDA";"1311";"10/03/2022";"";"600";"2180861"
"2022";"3";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.028.059/0001-74";"CASA SHOPPING DESING LTDA - EPP";"1979";"02/04/2022";"";"3300";"2180857"
"2022";"3";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"CLARO S.A / NET";"2203905692494";"01/03/2022";"";"237,25";"2179382"
"2022";"3";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"3/736026-6";"22/03/2022";"";"592,45";"2179377"
"2022";"3";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"41.148.275/0001-54";"CL LOCAÇÃO E MANUTENÇÃO DE MOVEIS LTDA";"00000005";"23/03/2022";"";"1000";"2179373"
"2022";"3";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"43.283.811/0232-81";"Kalunga SA";"175358";"13/03/2022";"";"217,6";"2177599"
"2022";"3";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"26.472.085/0001-02";"Maxcolor Copiadora";"00000027";"02/03/2022";"";"200";"2178476"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.412.247/0001-10";"AMAZON AWS SERVICOS BRASIL LTDA";"00891020";"03/04/2022";"";"110";"2178503"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"29.813.266/0001-35";"FAROL CONSULTORIA EM PUBLICIDADE LTDA";"00000074";"21/03/2022";"";"6400";"2177593"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"25.012.398/0001-07";"GOOGLE CLOUD BRASIL COMPUTAÇÃO E SERVIÇOS DE DADOS LTDA";"03173251";"02/03/2022";"";"197,48";"2178506"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33.240.984/0001-37";"GRAZIANI DIAS DANTAS 02909117537";"00000001";"26/04/2022";"";"937,5";"2179374"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.440.622/0001-24";"JOSE EDMILSON DA SILVA JUNIOR SOCIEDADE INDIVIDUAL DE ADVOCACIA";"00000012";"25/03/2022";"";"2500";"2182944"
"2022";"3";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"LOCAWEB SERVICOS DE INTERNET S.A.";"0036355898";"05/03/2022";"";"45,9";"2178479"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.591.976/0001-56";"FRANCO E OLIVEIRA SERVIÇOS LTDA - ME";"935";"14/03/2022";"";"1900";"2178475"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.967.852/0120-52";"HOTELARIA ACCOR BRASIL S/A";"01038353";"22/03/2022";"";"135,45";"2177601"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.630.688/0001-96";"LOCADORA CB RENT A CAR";"";"10/03/2022";"";"270";"2177596"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.630.688/0001-96";"LOCADORA CB RENT A CAR";"";"30/03/2022";"";"270";"2177597"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.725.905/0001-15";"POSTO RIO POXIM LTDA";"000006662";"02/03/2022";"";"571,19";"2177595"
"2022";"3";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.725.905/0001-15";"POSTO RIO POXIM LTDA";"000006699";"31/03/2022";"";"893,58";"2177594"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"WMXBRK";"04/03/2022";"Companhia Aérea: LATAM, Localizador: WMXBRK. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3372 - AJU - BSB - 08/03/2022;";"4287,4";"2177586"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"RDXPGP";"05/03/2022";"Companhia Aérea: LATAM, Localizador: RDXPGP. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3373 - BSB - AJU - 09/03/2022;";"4521,81";"2177587"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"GRCLXG";"11/03/2022";"Companhia Aérea: LATAM, Localizador: GRCLXG. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4609 - AJU - GRU - 14/03/2022;";"3460,2";"2177588"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"MWIOOY";"11/03/2022";"Companhia Aérea: LATAM, Localizador: MWIOOY. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3373 - BSB - AJU - 16/03/2022;";"4450,56";"2177590"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"BRDBMM";"14/03/2022";"Companhia Aérea: LATAM, Localizador: BRDBMM. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3738 - CGH - BSB - 14/03/2022;";"3918,23";"2177589"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"BHGGAK";"16/03/2022";"Companhia Aérea: LATAM, Localizador: BHGGAK. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3193 - CGH - BSB - 21/03/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4609 - AJU - GRU - 21/03/2022;";"5424,11";"2177591"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"FXNNQT";"16/03/2022";"Companhia Aérea: LATAM, Localizador: FXNNQT. Passageiros: ELAINE DA SILVA GONTIJO (Matrícula 353209, COMISSIONADO), Voo: 3193 - CGH - BSB - 21/03/2022; ELAINE DA SILVA GONTIJO (Matrícula 353209, COMISSIONADO), Voo: 3165 - BSB - CGH - 21/03/2022;";"5428,66";"2177592"
"2022";"3";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"LYPYJV";"20/03/2022";"Companhia Aérea: LATAM, Localizador: LYPYJV. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3373 - BSB/AJU - 23/03/2022;";"4351,57";"2178474"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"28.839.939/0001-63";"CASA DESIGN SERVICOS DE APOIO ADMINISTRATIVO LTDA";"1339";"04/04/2022";"";"600";"2179824"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.028.059/0001-74";"CASA SHOPPING DESING LTDA - EPP";"2023";"11/05/2022";"";"3300";"2180778"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"CLARO S.A / NET";"2204905691983";"01/04/2022";"";"245,39";"2179988"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"3/736026-6";"12/04/2022";"";"548,73";"2179826"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura de Aracaju";"37960374-83";"01/04/2022";"";"299,98";"2178508"
"2022";"4";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura de Aracaju";"37960375-66";"01/04/2022";"";"299,98";"2178509"
"2022";"4";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"41.148.275/0001-54";"CL LOCAÇÃO E MANUTENÇÃO DE MOVEIS LTDA";"00000008";"29/04/2022";"";"1000";"2179828"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"23.412.247/0001-10";"AMAZON AWS SERVICOS BRASIL LTDA";"00914704";"02/05/2022";"";"97,61";"2180775"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"29.813.266/0001-35";"FAROL CONSULTORIA EM PUBLICIDADE LTDA";"00000077";"19/04/2022";"";"6400";"2179443"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"25.012.398/0001-07";"GOOGLE CLOUD BRASIL COMPUTAÇÃO E SERVIÇOS DE DADOS LTDA";"03434839";"02/04/2022";"";"227,44";"2181909"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33.240.984/0001-37";"GRAZIANI DIAS DANTAS 02909117537";"00000001";"26/04/2022";"";"2062,5";"2179444"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33.240.984/0001-37";"GRAZIANI DIAS DANTAS 02909117537";"00000002";"20/05/2022";"";"871,02";"2180856"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"LOCAWEB SERVICOS DE INTERNET S.A.";"0036462578";"05/04/2022";"";"111,97";"2179825"
"2022";"4";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"35.924.169/0001-12";"MARCIO DE OLIVEIRA SILVA";"000000000050 - 1";"14/04/2022";"";"900";"2178484"
"2022";"4";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.591.976/0001-56";"FRANCO E OLIVEIRA SERVIÇOS LTDA - ME";"953";"19/04/2022";"";"1900";"2180901"
"2022";"4";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.725.905/0001-15";"POSTO RIO POXIM LTDA";"000006736";"29/04/2022";"";"789,7";"2179827"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"YZQJNX";"31/03/2022";"Companhia Aérea: LATAM, Localizador: YZQJNX. Passageiros:";"4057,33";"2180065"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"XOBSGT";"05/04/2022";"Companhia Aérea: LATAM, Localizador: XOBSGT. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3186 - GRU - SJP - 11/04/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3186 - AJU - GRU - 11/04/2022;";"2107,09";"2180067"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"XOBSGT";"05/04/2022";"Companhia Aérea: LATAM, Localizador: XOBSGT. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3235 - AJU-GRU - 11/04/2022;";"2107,09";"2180774"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"CYDJYE";"06/04/2022";"Companhia Aérea: LATAM, Localizador: CYDJYE. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3234 - GRU - AJU - 07/04/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3261 - BSB - GRU - 07/04/2022;";"4152,66";"2180066"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"JBQU6Y";"06/04/2022";"Companhia Aérea: AZUL, Localizador: JBQU6Y. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4033 - VCP - AJU - 11/04/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 4794 - SJP - VCP - 11/04/2022;";"4426,86";"2180068"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"DLSWLD";"08/04/2022";"Companhia Aérea: LATAM, Localizador: DLSWLD. Passageiros: ALESSANDRA APARECIDA MONTEIRO (Matrícula 347489, COMISSIONADO), Voo: 3606 - CGH - SJP - 11/04/2022;";"2243,79";"2180069"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"WWOEUH";"10/04/2022";"Companhia Aérea: LATAM, Localizador: WWOEUH. Passageiros:";"2189,1";"2180071"
"2022";"4";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"MHIFLY";"13/04/2022";"Companhia Aérea: LATAM, Localizador: MHIFLY. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3701 - AJU - BSB - 26/04/2022; ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3700 - BSB - AJU - 27/04/2022;";"6673,21";"2180074"
"2022";"5";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"CLARO S.A / NET";"2205905691794";"05/05/2022";"";"245,36";"2181994"
"2022";"5";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"3/736026-6";"13/05/2022";"";"494,07";"2181911"
"2022";"5";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura de Aracaju";"37960377-23";"25/05/2022";"";"299,98";"2181906"
"2022";"5";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"15.754.475/0001-40";"Endurance Group Brasil Hospedagem de Sites LTDA";"28259177";"20/05/2022";"";"153,84";"2180899"
"2022";"5";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"25.012.398/0001-07";"GOOGLE CLOUD BRASIL COMPUTAÇÃO E SERVIÇOS DE DADOS LTDA";"03596858";"02/05/2022";"";"223,26";"2180900"
"2022";"5";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33.240.984/0001-37";"GRAZIANI DIAS DANTAS 02909117537";"00000002";"20/05/2022";"";"2128,98";"2180897"
"2022";"5";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"LOCAWEB SERVICOS DE INTERNET S.A.";"0036562209";"05/05/2022";"";"49,61";"2181908"
"2022";"5";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.725.905/0001-15";"POSTO RIO POXIM LTDA";"000006788";"31/05/2022";"";"1025,54";"2181905"
"2022";"5";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"QJIZMY";"19/04/2022";"Companhia Aérea: LATAM, Localizador: QJIZMY. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3701 - AJU - BSB - 02/05/2022;";"4294";"2180893"
"2022";"5";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"IPUJJX";"19/04/2022";"Companhia Aérea: LATAM, Localizador: IPUJJX. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3700 - BSB - AJU - 02/05/2022;";"4341,05";"2180894"
"2022";"5";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"CDHWRE";"16/05/2022";"Companhia Aérea: LATAM, Localizador: CDHWRE. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3701 - AJU - BSB - 17/05/2022;";"4119,53";"2180895"
"2022";"5";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"39.827.859/0001-04";"MM TOUR";"IHUWHW";"17/05/2022";"Companhia Aérea: LATAM, Localizador: IHUWHW. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3700 - BSB - AJU - 18/05/2022;";"3663,17";"2180896"
"2022";"6";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"27.515.542/0001-53";"FABIO NUNES DE MENEZES / FORMULANDO SOLUÇÕES EM INFORMÁTICA";"00000035";"07/06/2022";"";"1350";"2181918"
"2022";"2";"ALEXANDRE SILVEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0112-62";"CLARO S.A";"2203901731016";"03/03/2022";"";"376,5";"2175963"
